,id,name,genre_google,artist,genre_wiki,genre_merge
6455,12242,Gyptian,"['reggae', 'roots reggae', 'lovers rock', 'dancehall']",gyptian,"['roots reggae', 'dancehall', 'reggae', 'lovers rock']","['reggae', 'roots reggae', 'lovers rock', 'dancehall', 'roots reggae', 'dancehall', 'reggae', 'lovers rock']"
6456,12243,Beenie Man,"['hip-hop/rap', 'reggae']",beenie man,,"['hip-hop/rap', 'reggae']"
6457,12244,Elephant Man,"['drama', 'historical drama']",elephant man,,"['drama', 'historical drama']"
6458,12246,Warrior King,"['alternative/indie', 'reggae']",warrior king,,"['alternative/indie', 'reggae']"
6459,12247,Burro Banton,,burro banton,['reggae'],['reggae']
6460,12248,Wayne Marshall,"['classical', 'reggae', 'country']",wayne marshall,,"['classical', 'reggae', 'country']"
6461,12253,Jah Mali,"['dance/electronic', 'reggae']",jah mali,,"['dance/electronic', 'reggae']"
6462,12256,General Degree,"['alternative/indie', 'dance/electronic', 'reggae']",general degree,"['reggae', 'dancehall']","['alternative/indie', 'dance/electronic', 'reggae', 'reggae', 'dancehall']"
6463,12257,Beres Hammond,,beres hammond,['reggae'],['reggae']
6464,12258,Cocoa Tea,"['dance/electronic', 'reggae']",cocoa tea,"['roots reggae', 'reggae']","['dance/electronic', 'reggae', 'roots reggae', 'reggae']"
6465,12259,Spragga Benz,,spragga benz,['dancehall'],['dancehall']
6466,12260,Tony Rebel,,tony rebel,"['reggae fusion', 'reggae', 'roots reggae', 'dancehall']","['reggae fusion', 'reggae', 'roots reggae', 'dancehall']"
6467,12262,Daville,"['hip-hop/rap', 'reggae']",daville,,"['hip-hop/rap', 'reggae']"
6468,12263,I Wayne,,i wayne,"['roots reggae', 'reggae', 'nyabinghi chants']","['roots reggae', 'reggae', 'nyabinghi chants']"
6469,12266,Junior Reid,,junior reid,"['dancehall', 'reggae', 'reggae fusion']","['dancehall', 'reggae', 'reggae fusion']"
6470,12267,Mad Cobra,,mad cobra,"['dancehall', 'reggae fusion']","['dancehall', 'reggae fusion']"
6471,12268,Mr. Vegas,,mr. vegas,"['dancehall', 'soca music', 'reggae']","['dancehall', 'soca music', 'reggae']"
6472,12270,Busy Signal,"['dancehall', 'reggae fusion', 'ragga', 'soca music']",busy signal,"['dancehall', 'ragga', 'reggae fusion', 'reggae']","['dancehall', 'reggae fusion', 'ragga', 'soca music', 'dancehall', 'ragga', 'reggae fusion', 'reggae']"
6473,12273,Tsunami Bomb,,tsunami bomb,"['melodic hardcore', 'punk rock', 'pop punk']","['melodic hardcore', 'punk rock', 'pop punk']"
6474,12275,Paper Tongues,,paper tongues,['alternative rock'],['alternative rock']
6475,12277,The Action Design,,the action design,"['independent music', 'power pop']","['independent music', 'power pop']"
6476,12278,Misty Edwards,,misty edwards,"['christian alternative rock', 'contemporary christian music', 'folk music', 'contemporary worship music', 'folk rock', 'indie rock', 'christian rock']","['christian alternative rock', 'contemporary christian music', 'folk music', 'contemporary worship music', 'folk rock', 'indie rock', 'christian rock']"
6477,12280,MiChi,,michi,['pop music'],['pop music']
6478,12281,RYTHEM,"['blues', 'rhythm and blues', 'rock', 'pop music', 'jazz', 'popular music', 'soul music', 'country music', 'funk', 'reggae', 'contemporary r&b', 'musical theatre', 'gospel music', 'disco', 'folk music', 'classical music', 'instrumental', 'dance music', 'african-american music', 'groove', 'rock and roll', 'music of africa', 'swing music', 'twelve-bar blues', 'ska', 'urban contemporary', 'big band', 'post-disco', 'doo-wop', 'polyphony', 'swing', 'rapping', 'techno', 'electronic music', 'music of latin america', 'waltz', 'jump blues', 'blues rock', 'bebop', 'new jack swing', 'jam session', 'jungle music', 'samba', 'salsa music', 'trance music', 'downtempo', 'boogie-woogie', 'cover version', 'adult contemporary music', 'religious music']",rythem,['japanese pop'],"['blues', 'rhythm and blues', 'rock', 'pop music', 'jazz', 'popular music', 'soul music', 'country music', 'funk', 'reggae', 'contemporary r&b', 'musical theatre', 'gospel music', 'disco', 'folk music', 'classical music', 'instrumental', 'dance music', 'african-american music', 'groove', 'rock and roll', 'music of africa', 'swing music', 'twelve-bar blues', 'ska', 'urban contemporary', 'big band', 'post-disco', 'doo-wop', 'polyphony', 'swing', 'rapping', 'techno', 'electronic music', 'music of latin america', 'waltz', 'jump blues', 'blues rock', 'bebop', 'new jack swing', 'jam session', 'jungle music', 'samba', 'salsa music', 'trance music', 'downtempo', 'boogie-woogie', 'cover version', 'adult contemporary music', 'religious music', 'japanese pop']"
6479,12282,Juju,"['music of nigeria', 'african popular music', 'yoruba music']",juju,,"['music of nigeria', 'african popular music', 'yoruba music']"
6480,12283,Graveworm,"['death metal', 'metal']",graveworm,"['symphonic black metal', 'gothic metal']","['death metal', 'metal', 'symphonic black metal', 'gothic metal']"
6481,12284,Dark Lunacy,,dark lunacy,"['gothic metal', 'symphonic metal', 'melodic death metal']","['gothic metal', 'symphonic metal', 'melodic death metal']"
6482,12288,James Newton Howard,,james newton howard,['film scores'],['film scores']
6483,12291,Hawksley Workman,,hawksley workman,"['cabaret', 'glam rock', 'pop rock']","['cabaret', 'glam rock', 'pop rock']"
6484,12293,Bono & The Mdh Band,"['rock', 'post-punk', 'alternative rock']",bono & the mdh band,,"['rock', 'post-punk', 'alternative rock']"
6485,12295,Tiger Lou,,tiger lou,"['alternative pop', 'indie rock']","['alternative pop', 'indie rock']"
6486,12297,Clem Snide,"['alternative/indie', 'folk']",clem snide,"['alt-country', 'indie rock']","['alternative/indie', 'folk', 'alt-country', 'indie rock']"
6487,12298,The Blue Nile,"['rock', 'dance/electronic']",the blue nile,"['synthpop', 'art rock', 'sophisti-pop']","['rock', 'dance/electronic', 'synthpop', 'art rock', 'sophisti-pop']"
6488,12299,Gemma Hayes,,gemma hayes,"['folk music', 'alternative rock', 'indie rock']","['folk music', 'alternative rock', 'indie rock']"
6489,12315,Zoë Keating,,zoë keating,"['cello rock', 'contemporary classical music']","['cello rock', 'contemporary classical music']"
6490,12316,Les Rita Mitsouko,"['chanson', 'rock']",les rita mitsouko,"['new wave music', 'chanson', 'pop rock', 'alternative rock']","['chanson', 'rock', 'new wave music', 'chanson', 'pop rock', 'alternative rock']"
6491,12318,Grant Lee Buffalo,,grant lee buffalo,"['rock music', 'alternative rock', 'americana music']","['rock music', 'alternative rock', 'americana music']"
6492,12319,Elysian Fields,"['rock', 'metal']",elysian fields,,"['rock', 'metal']"
6493,12320,Laghetto,"['reggaeton', 'contemporary r&b', 'latin trap', 'hip hop music', 'dancehall']",laghetto,,"['reggaeton', 'contemporary r&b', 'latin trap', 'hip hop music', 'dancehall']"
6494,12322,Zimmer's Hole,"['death metal', 'metal']",zimmer's hole,,"['death metal', 'metal']"
6495,12323,Cop Shoot Cop,,cop shoot cop,"['noise rock', 'post-punk', 'industrial rock']","['noise rock', 'post-punk', 'industrial rock']"
6496,12324,Codeine,"['alternative/indie', 'hip-hop/rap']",codeine,,"['alternative/indie', 'hip-hop/rap']"
6497,12325,NoMeansNo,,nomeansno,"['noise rock', 'hardcore punk', 'punk rock', 'punk jazz', 'post-hardcore']","['noise rock', 'hardcore punk', 'punk rock', 'punk jazz', 'post-hardcore']"
6498,12326,Pan.Thy.Monium,"['death metal', 'metal']",pan.thy.monium,"['avant-garde metal', 'progressive death metal']","['death metal', 'metal', 'avant-garde metal', 'progressive death metal']"
6499,12330,The Black Heart Procession,,the black heart procession,['indie rock'],['indie rock']
6500,12340,PlatEAU,"['alternative/indie', 'dance/electronic']",plateau,['intelligent dance music'],"['alternative/indie', 'dance/electronic', 'intelligent dance music']"
6501,12343,Thomas Fehlmann,"['electronic dance music', 'dance/electronic']",thomas fehlmann,['electronic dance music'],"['electronic dance music', 'dance/electronic', 'electronic dance music']"
6502,12345,Lackluster,"['alternative/indie', 'dance/electronic']",lackluster,"['chillout music', 'intelligent dance music', 'chiptune', 'ambient music', 'demoscene', 'downtempo']","['alternative/indie', 'dance/electronic', 'chillout music', 'intelligent dance music', 'chiptune', 'ambient music', 'demoscene', 'downtempo']"
6503,12348,Wirtz,"['country music', 'country']",wirtz,,"['country music', 'country']"
6504,12349,Solomon Burke,"['country music', 'pop']",solomon burke,"['rhythm and blues', 'southern soul', 'blues', 'soul music', 'gospel music', 'rock and roll']","['country music', 'pop', 'rhythm and blues', 'southern soul', 'blues', 'soul music', 'gospel music', 'rock and roll']"
6505,12351,Lisa Stansfield,"['pop', 'rock']",lisa stansfield,,"['pop', 'rock']"
6506,12352,Snap!,"['hip hop music', 'crunk', 'southern hip hop']",snap!,"['eurodance', 'house music', 'hip house']","['hip hop music', 'crunk', 'southern hip hop', 'eurodance', 'house music', 'hip house']"
6507,12353,Fernanda Abreu,,fernanda abreu,"['contemporary r&b', 'pop music', 'dance-pop']","['contemporary r&b', 'pop music', 'dance-pop']"
6508,12358,Buffalo Daughter,,buffalo daughter,"['indie pop', 'indie rock', 'experimental rock']","['indie pop', 'indie rock', 'experimental rock']"
6509,12359,OOIOO,,ooioo,"['neo-psychedelia', 'experimental rock']","['neo-psychedelia', 'experimental rock']"
6510,12360,Zach Hill,"['electronic dance music', 'dance/electronic', 'progressive metal', 'alternative/indie', 'rock']",zach hill,"['experimental music', 'jazz music', 'hip hop music', 'rock music', 'electronic music']","['electronic dance music', 'dance/electronic', 'progressive metal', 'alternative/indie', 'rock', 'experimental music', 'jazz music', 'hip hop music', 'rock music', 'electronic music']"
6511,12361,ROVO,,rovo,"['trance music', 'psychedelic music', 'avant-garde music', 'post-rock', 'electronic music']","['trance music', 'psychedelic music', 'avant-garde music', 'post-rock', 'electronic music']"
6512,12363,DJ Spooky,"['electronic dance music', 'dance/electronic']",dj spooky,"['reggae', 'illbient', 'nu jazz', 'electronica', 'trip hop', 'dub music']","['electronic dance music', 'dance/electronic', 'reggae', 'illbient', 'nu jazz', 'electronica', 'trip hop', 'dub music']"
6513,12364,Supercar,"['dance/electronic', 'rock', 'hip-hop/rap']",supercar,,"['dance/electronic', 'rock', 'hip-hop/rap']"
6514,12365,Marnie Stern,,marnie stern,"['experimental rock', 'indie rock', 'math rock', 'noise rock']","['experimental rock', 'indie rock', 'math rock', 'noise rock']"
6515,12367,Sleeping People,,sleeping people,"['instrumental rock', 'post-rock', 'progressive rock']","['instrumental rock', 'post-rock', 'progressive rock']"
6516,12369,Hifana,,hifana,"['hip hop music', 'turntablism', 'breakbeat', 'trip hop']","['hip hop music', 'turntablism', 'breakbeat', 'trip hop']"
6517,12370,Lily Chou-Chou,"['music', 'romance', 'drama', 'thriller', 'crime film']",lily chou-chou,['j-pop'],"['music', 'romance', 'drama', 'thriller', 'crime film', 'j-pop']"
6518,12372,Tony Trischka,"['country music', 'folk', 'country']",tony trischka,"['country music', 'bluegrass music']","['country music', 'folk', 'country', 'country music', 'bluegrass music']"
6519,12376,Ahleuchatistas,,ahleuchatistas,"['noise', 'jazz', 'progressive rock', 'math rock', 'avant-garde']","['noise', 'jazz', 'progressive rock', 'math rock', 'avant-garde']"
6520,12378,Derb,"['dance/electronic', 'hip-hop/rap']",derb,,"['dance/electronic', 'hip-hop/rap']"
6521,12379,Ms. Jade,,ms. jade,['hip hop music'],['hip hop music']
6522,12380,"Symphony X - ""V"" The New Mitology Suite","['progressive metal', 'metal']","symphony x - ""v"" the new mitology suite",,"['progressive metal', 'metal']"
6523,12384,"You, Me, and Everyone We Know",,"you, me, and everyone we know","['indie rock', 'power pop', 'emo', 'pop punk']","['indie rock', 'power pop', 'emo', 'pop punk']"
6524,12385,Mod Sun,,mod sun,"['alternative music', 'emo', 'post-hardcore', 'hip hop music']","['alternative music', 'emo', 'post-hardcore', 'hip hop music']"
6525,12386,My Ticket Home,,my ticket home,"['nu metalcore', 'hardcore punk', 'grunge', 'post-hardcore']","['nu metalcore', 'hardcore punk', 'grunge', 'post-hardcore']"
6526,12387,Craig Owens,"['dance/electronic', 'jazz', 'holiday']",craig owens,"['rock music', 'electronic music', 'r&b']","['dance/electronic', 'jazz', 'holiday', 'rock music', 'electronic music', 'r&b']"
6527,12389,"Right Away, Great Captain!",,"right away, great captain!","['indie folk', 'indie rock']","['indie folk', 'indie rock']"
6528,12390,Fighting With Wire,,fighting with wire,"['alternative rock', 'rock music', 'punk music']","['alternative rock', 'rock music', 'punk music']"
6529,12395,Seize,"['dance/electronic', 'hip-hop/rap']",seize,,"['dance/electronic', 'hip-hop/rap']"
6530,12396,Mario Winans,,mario winans,"['hip hop music', 'contemporary r&b']","['hip hop music', 'contemporary r&b']"
6531,12398,One Chance,"['hip-hop/rap', 'dance/electronic', 'pop']",one chance,,"['hip-hop/rap', 'dance/electronic', 'pop']"
6532,12399,De Saloon,,de saloon,"['pop music', 'pop rock']","['pop music', 'pop rock']"
6533,12401,Curiosity Killed the Cat,"['pop', 'dance/electronic', 'hip-hop/rap']",curiosity killed the cat,"['sophisti-pop', 'funk']","['pop', 'dance/electronic', 'hip-hop/rap', 'sophisti-pop', 'funk']"
6534,12403,Ledisi,,ledisi,"['jazz', 'gospel music', 'pop music', 'contemporary r&b', 'soul music', 'neo soul']","['jazz', 'gospel music', 'pop music', 'contemporary r&b', 'soul music', 'neo soul']"
6535,12405,Xscape,"['r&b/soul', 'dance/electronic']",xscape,,"['r&b/soul', 'dance/electronic']"
6536,12407,T.O.K.,,t.o.k.,"['r&b', 'dancehall', 'reggae fusion', 'reggae']","['r&b', 'dancehall', 'reggae fusion', 'reggae']"
6537,12408,Aidonia,,aidonia,"['reggae', 'dancehall']","['reggae', 'dancehall']"
6538,12409,Kindred the Family Soul,,kindred the family soul,"['contemporary r&b', 'jazz', 'neo soul', 'soul music']","['contemporary r&b', 'jazz', 'neo soul', 'soul music']"
6539,12410,Howling Bells,"['dance/electronic', 'electronic dance music', 'rock']",howling bells,['indie rock'],"['dance/electronic', 'electronic dance music', 'rock', 'indie rock']"
6540,12415,Sansar,"['casual game', 'early access', 'free to play', 'massively multiplayer']",sansar,,"['casual game', 'early access', 'free to play', 'massively multiplayer']"
6541,12416,Slumdog Millionaire,"['romance', 'drama', 'thriller', 'crime film', 'indie film']",slumdog millionaire,,"['romance', 'drama', 'thriller', 'crime film', 'indie film']"
6542,12420,Ceza,,ceza,"['rap', 'hip hop music']","['rap', 'hip hop music']"
6543,12441,Sheikh Mishary Rashed Alafasy,"['islamic music', 'nasheed', 'hamd', 'naʽat', 'qiraʼat']",sheikh mishary rashed alafasy,,"['islamic music', 'nasheed', 'hamd', 'naʽat', 'qiraʼat']"
6544,12442,Hasan Cihat Örter,,hasan cihat örter,"['turkish folk music', 'jazz and new-age music']","['turkish folk music', 'jazz and new-age music']"
6545,12475,Kifu Mitsuhashi,"['classical', 'new age']",kifu mitsuhashi,,"['classical', 'new age']"
6546,12477,New Boyz,,new boyz,['hip hop music'],['hip hop music']
6547,12478,Shea Fisher,"['country music', 'country']",shea fisher,['country music'],"['country music', 'country', 'country music']"
6548,12479,Francesqa,,francesqa,['rock music'],['rock music']
6549,12482,Wheatus,,wheatus,"['power pop', 'pop rock', 'alternative rock']","['power pop', 'pop rock', 'alternative rock']"
6550,12483,P.S. Eliot,,p.s. eliot,"['pop punk', 'indie rock']","['pop punk', 'indie rock']"
6551,12484,Archers of Loaf,,archers of loaf,"['noise rock', 'indie rock']","['noise rock', 'indie rock']"
6552,12485,Lymbyc Systym,,lymbyc systym,"['ambient music', 'electronic music', 'post-rock', 'synthwave (2000s genre)']","['ambient music', 'electronic music', 'post-rock', 'synthwave (2000s genre)']"
6553,12486,Tiny Hawks,,tiny hawks,"['hardcore punk', 'indie rock']","['hardcore punk', 'indie rock']"
6554,12488,Teenage Cool Kids,,teenage cool kids,"['punk rock', 'lo-fi', 'indie rock']","['punk rock', 'lo-fi', 'indie rock']"
6555,12491,Abe Vigoda,"['tropical music', 'punk rock', 'tropicália', 'dark wave', 'post-punk', 'shoegaze']",abe vigoda,,"['tropical music', 'punk rock', 'tropicália', 'dark wave', 'post-punk', 'shoegaze']"
6556,12492,Algernon Cadwallader,,algernon cadwallader,"['indie rock', 'pop punk', 'emo', 'math rock', 'post-hardcore']","['indie rock', 'pop punk', 'emo', 'math rock', 'post-hardcore']"
6557,12495,Casiotone for the Painfully Alone,"['electronic dance music', 'alternative/indie']",casiotone for the painfully alone,"['indie pop', 'lo-fi music', 'indietronica']","['electronic dance music', 'alternative/indie', 'indie pop', 'lo-fi music', 'indietronica']"
6558,12496,Beat Happening,,beat happening,"['noise pop', 'twee pop', 'lo-fi music', 'indie pop']","['noise pop', 'twee pop', 'lo-fi music', 'indie pop']"
6559,12498,Faraquet,,faraquet,"['post-hardcore', 'math rock']","['post-hardcore', 'math rock']"
6560,12500,Grown Ups,"['comedy', 'buddy']",grown ups,,"['comedy', 'buddy']"
6561,12507,Psy'Aviah,,psy'aviah,"['electro-industrial', 'crossover (music)', 'electropop', 'trip hop', 'industrial rock', 'electronic rock']","['electro-industrial', 'crossover (music)', 'electropop', 'trip hop', 'industrial rock', 'electronic rock']"
6562,12517,Tara Perdida,,tara perdida,"['punk rock', 'hardcore punk', 'skate punk']","['punk rock', 'hardcore punk', 'skate punk']"
6563,12521,4Taste,"['pop', 'rock']",4taste,,"['pop', 'rock']"
6564,12528,TwentyInchBurial,"['alternative/indie', 'rock']",twentyinchburial,,"['alternative/indie', 'rock']"
6565,12545,Cazwell,"['electronic dance music', 'dance/electronic']",cazwell,"['rapping', 'dance music', 'house music', 'homo hop', 'electronica']","['electronic dance music', 'dance/electronic', 'rapping', 'dance music', 'house music', 'homo hop', 'electronica']"
6566,12547,Lunic,,lunic,"['electropop', 'indie rock']","['electropop', 'indie rock']"
6567,12548,Shannon Wright,"['alternative/indie', 'christian']",shannon wright,"['experimental music', 'indie rock', 'lo-fi music']","['alternative/indie', 'christian', 'experimental music', 'indie rock', 'lo-fi music']"
6568,12550,Sono,"['dance/electronic', 'pop', 'hip-hop/rap']",sono,,"['dance/electronic', 'pop', 'hip-hop/rap']"
6569,12553,Ha-Ash,"['pop', 'country music']",ha-ash,,"['pop', 'country music']"
6570,12554,Phineas & Ferb,"['animated series', ""children's television series"", 'comedy', 'animated cartoon', ""children's film"", 'animation', 'music genre', 'musical', 'science fantasy', 'adventure fiction', 'surreal humour', 'action fiction', 'comedy music']",phineas & ferb,,"['animated series', '""childrens television series""', 'comedy', 'animated cartoon', '""childrens film""', 'animation', 'music genre', 'musical', 'science fantasy', 'adventure fiction', 'surreal humour', 'action fiction', 'comedy music']"
6571,12555,Ximena Sariñana,,ximena sariñana,['latin pop'],['latin pop']
6572,12561,Chenoa,"['alternative/indie', 'pop']",chenoa,"['rhythm and blues', 'pop/rock', 'pop music', 'latin pop']","['alternative/indie', 'pop', 'rhythm and blues', 'pop/rock', 'pop music', 'latin pop']"
6573,12563,The Midway State,,the midway state,['alternative rock'],['alternative rock']
6574,12565,Sam Roberts,"['indie rock', 'alternative rock']",sam roberts,"['indie rock', 'alternative rock']","['indie rock', 'alternative rock', 'indie rock', 'alternative rock']"
6575,12567,The Last Goodnight,,the last goodnight,"['pop rock', 'alternative rock']","['pop rock', 'alternative rock']"
6576,12568,Tunisiano,,tunisiano,['rap'],['rap']
6577,12570,The Philosopher Kings,,the philosopher kings,"['soft rock', 'pop rock', 'pop music', 'contemporary r&b']","['soft rock', 'pop rock', 'pop music', 'contemporary r&b']"
6578,12571,Raine Maida,,raine maida,"['post-grunge', 'alternative rock', 'spoken word', 'folk music']","['post-grunge', 'alternative rock', 'spoken word', 'folk music']"
6579,12573,Butch Walker,,butch walker,"['hard rock', 'glam metal', 'pop music']","['hard rock', 'glam metal', 'pop music']"
6580,12574,Tom Felton,"['hip-hop/rap', 'folk']",tom felton,,"['hip-hop/rap', 'folk']"
6581,12575,Elin Lanto,,elin lanto,"['electropop', 'pop rock']","['electropop', 'pop rock']"
6582,12576,Myriam Hernández,"['hip-hop/rap', 'pop', 'jazz']",myriam hernández,['latin pop'],"['hip-hop/rap', 'pop', 'jazz', 'latin pop']"
6583,12579,Madrugada,"['pop', 'folk']",madrugada,,"['pop', 'folk']"
6584,12582,Harmful,,harmful,"['noise rock', 'alternative rock']","['noise rock', 'alternative rock']"
6585,12583,iLiKETRAiNS,"['alternative/indie', 'pop']",iliketrains,,"['alternative/indie', 'pop']"
6586,12584,Sivert Høyem,,sivert høyem,['alternative rock'],['alternative rock']
6587,12588,Baby Rasta & Gringo,,baby rasta & gringo,['reggaeton'],['reggaeton']
6588,12594,A.E,"['action', ""children's film"", 'adventure', 'science fiction', 'animation']",a.e,,"['action', '""childrens film""', 'adventure', 'science fiction', 'animation']"
6589,12595,Margarita Rosa de Francisco,,margarita rosa de francisco,"['fusion (music)', 'latin pop', 'bossa nova']","['fusion (music)', 'latin pop', 'bossa nova']"
6590,12599,Harry Nilsson,,harry nilsson,"['pop music', 'rock music']","['pop music', 'rock music']"
6591,12601,Spider John Koerner,"['folk', 'blues']",spider john koerner,,"['folk', 'blues']"
6592,12602,Candy Claws,,candy claws,"['shoegazing', 'dream pop', 'noise pop']","['shoegazing', 'dream pop', 'noise pop']"
6593,12604,Stephen Malkmus and the Jicks,,stephen malkmus and the jicks,['indie rock'],['indie rock']
6594,12618,Volcano Choir,,volcano choir,"['ambient music', 'indie folk', 'experimental music', 'indie rock']","['ambient music', 'indie folk', 'experimental music', 'indie rock']"
6595,12620,Twin Atlantic,,twin atlantic,"['emo pop', 'alternative rock']","['emo pop', 'alternative rock']"
6596,12624,The Vengers,"['action', 'superhero', 'adventure', 'science fiction', 'fantasy']",the vengers,,"['action', 'superhero', 'adventure', 'science fiction', 'fantasy']"
6597,12625,Chris Salvatore,,chris salvatore,"['pop music', 'dance music', 'pop rock']","['pop music', 'dance music', 'pop rock']"
6598,12629,The Human Project,"['rock', 'blues']",the human project,,"['rock', 'blues']"
6599,12630,Coco Montoya,,coco montoya,"['blue-eyed soul', 'blues', 'country rock']","['blue-eyed soul', 'blues', 'country rock']"
6600,12631,Albert Cummings,,albert cummings,['blues'],['blues']
6601,12632,Bill Perry,"['classical', 'blues']",bill perry,,"['classical', 'blues']"
6602,12635,Tommy Castro,,tommy castro,"['blues music', 'soul-blues', 'rock and roll', 'southern rock', 'chicago blues']","['blues music', 'soul-blues', 'rock and roll', 'southern rock', 'chicago blues']"
6603,12636,Scott Holt,"['rock', 'blues']",scott holt,,"['rock', 'blues']"
6604,12637,Walter Trout,"['country music', 'blues', 'rock']",walter trout,"['blues', 'blues rock']","['country music', 'blues', 'rock', 'blues', 'blues rock']"
6605,12638,Beth Hart,,beth hart,"['soul music', 'blues rock', 'jazz fusion']","['soul music', 'blues rock', 'jazz fusion']"
6606,12642,Sonny Moorman,,sonny moorman,['blues'],['blues']
6607,12643,Savoy Brown,"['rock', 'pop', 'blues']",savoy brown,['blues rock'],"['rock', 'pop', 'blues', 'blues rock']"
6608,12644,Albert Castiglia,,albert castiglia,['electric blues'],['electric blues']
6609,12647,Sonny Landreth,,sonny landreth,"['blues', 'country blues', 'zydeco']","['blues', 'country blues', 'zydeco']"
6610,12649,Chris Duarte & Bluestone co.,"['blues rock', 'electric blues', 'texas blues']",chris duarte & bluestone co.,,"['blues rock', 'electric blues', 'texas blues']"
6611,12651,AJ McLean,"['pop', 'country']",aj mclean,,"['pop', 'country']"
6612,12655,Machina,"['science fiction', 'thriller', 'romance', 'drama', 'psychological thriller', 'fantasy', 'indie film', 'mystery']",machina,,"['science fiction', 'thriller', 'romance', 'drama', 'psychological thriller', 'fantasy', 'indie film', 'mystery']"
6613,12658,Mendeed,,mendeed,"['melodic death metal', 'power metal', 'metalcore']","['melodic death metal', 'power metal', 'metalcore']"
6614,12661,Impellitteri,,impellitteri,"['neoclassical metal', 'heavy metal music', 'speed metal']","['neoclassical metal', 'heavy metal music', 'speed metal']"
6615,12662,Extol,"['death metal', 'progressive metal', 'metal']",extol,"['progressive metal', 'christian metal', 'avant-garde metal', 'extreme metal']","['death metal', 'progressive metal', 'metal', 'progressive metal', 'christian metal', 'avant-garde metal', 'extreme metal']"
6616,12668,Qntal,,qntal,"['neofolk', 'industrial music', 'darkwave']","['neofolk', 'industrial music', 'darkwave']"
6617,12669,Pussycat,"['country music', 'pop', 'rock']",pussycat,,"['country music', 'pop', 'rock']"
6618,12670,Maanam,,maanam,"['new wave music', 'rock music']","['new wave music', 'rock music']"
6619,12674,Francis Lai,['see results about'],francis lai,,['see results about']
6620,12680,Kari Jobe,"['country music', 'christian']",kari jobe,"['contemporary worship music', 'contemporary christian music']","['country music', 'christian', 'contemporary worship music', 'contemporary christian music']"
6621,12682,Bill Anderson,"['country music', 'country']",bill anderson,,"['country music', 'country']"
6622,12684,Eddy Arnold,,eddy arnold,"['country music', 'gospel music']","['country music', 'gospel music']"
6623,12685,Sarah Reeves,"['contemporary christian music', 'contemporary worship music']",sarah reeves,,"['contemporary christian music', 'contemporary worship music']"
6624,12686,Francesca Battistelli,,francesca battistelli,"['soul music', 'contemporary christian music']","['soul music', 'contemporary christian music']"
6625,12687,Ashton Shepherd,"['country music', 'country']",ashton shepherd,['country music'],"['country music', 'country', 'country music']"
6626,12688,Catherine Britt,"['country music', 'country']",catherine britt,['country music'],"['country music', 'country', 'country music']"
6627,12689,Katie Armiger,"['country music', 'country']",katie armiger,['country music'],"['country music', 'country', 'country music']"
6628,12690,Kristy Lee Cook,"['country music', 'country']",kristy lee cook,['country music'],"['country music', 'country', 'country music']"
6629,12692,Manafest,,manafest,"['rap rock', 'hard rock', 'alternative rock', 'christian hip hop']","['rap rock', 'hard rock', 'alternative rock', 'christian hip hop']"
6630,12693,Project 86,,project 86,"['nu metal', 'post-hardcore', 'alternative metal']","['nu metal', 'post-hardcore', 'alternative metal']"
6631,12694,Stellar Kart,,stellar kart,"['power pop', 'christian punk', 'pop punk']","['power pop', 'christian punk', 'pop punk']"
6632,12695,Mortification,"['death metal', 'groove metal', 'metal']",mortification,,"['death metal', 'groove metal', 'metal']"
6633,12697,VOTA,,vota,"['christian rock', 'contemporary christian music']","['christian rock', 'contemporary christian music']"
6634,12699,Bride,"['progressive metal', 'metal']",bride,,"['progressive metal', 'metal']"
6635,12700,Downhere,,downhere,"['alternative rock', 'christian rock']","['alternative rock', 'christian rock']"
6636,12701,Eleventyseven,,eleventyseven,"['synthpop', 'christian rock', 'pop punk']","['synthpop', 'christian rock', 'pop punk']"
6637,12703,Jeniferever,,jeniferever,['post-rock'],['post-rock']
6638,12707,This Empty Flow,,this empty flow,"['ambient music', 'gothic rock', 'dark wave']","['ambient music', 'gothic rock', 'dark wave']"
6639,12709,Seven Percent Solution,"['comedy', 'drama', 'adventure', 'thriller', 'crime film', 'costume drama', 'mystery', 'crime fiction']",seven percent solution,,"['comedy', 'drama', 'adventure', 'thriller', 'crime film', 'costume drama', 'mystery', 'crime fiction']"
6640,12710,Johnny Thunders,,johnny thunders,"['punk rock', 'glam rock', 'proto-punk', 'glam punk']","['punk rock', 'glam rock', 'proto-punk', 'glam punk']"
6641,12713,Akira Kosemura,"['classical', 'dance/electronic']",akira kosemura,,"['classical', 'dance/electronic']"
6642,12715,Rin',,rin',"['traditional japanese music', 'pop music']","['traditional japanese music', 'pop music']"
6643,12717,Swervedriver,,swervedriver,"['alternative rock', 'grunge', 'shoegaze']","['alternative rock', 'grunge', 'shoegaze']"
6644,12720,The Telescopes,,the telescopes,"['experimental rock', 'noise rock', 'drone music', 'psychedelic rock', 'dream pop', 'space rock']","['experimental rock', 'noise rock', 'drone music', 'psychedelic rock', 'dream pop', 'space rock']"
6645,12722,fathom 5,"['electronic dance music', 'dance/electronic', 'jazz']",fathom 5,,"['electronic dance music', 'dance/electronic', 'jazz']"
6646,12723,Drive-By Truckers,,drive-by truckers,"['country rock', 'alternative country', 'southern rock', 'americana (music)', 'alternative rock']","['country rock', 'alternative country', 'southern rock', 'americana (music)', 'alternative rock']"
