Column1,Column2
ikuta_toma_&_yabu_kota,
ikuta_toma,
heather_dale,
sailor_moon,
wicked,
ikuta_toma_&_kat-tun,
hey!_say!_jump,['J-pop']
4tops,
edwin_mccain,['Indie_rock']
bob_feat._hayley_williams,
toxic,
www.hitov.net,
lindsey_ray,
glee_club_cast,
beyoncé_|_www.cdscompletos.net,
audrey_hepburn,
gringo,
ja_rule,"['East_Coast_hip_hop', 'Gangsta_rap', 'Pop-rap', 'Hardcore_hip_hop', 'Hip_hop_music', 'Political_hip_hop']"
papas_da_língua,
arcangel_y_de_la_ghetto,
lime,
chris_squire,"['Art_rock', 'Progressive_rock', 'Symphonic_rock']"
marc_bolan,"['Psychedelic_folk', 'Rock_and_roll', 'Glam_rock']"
the_fireman,
this_et_al,"['Indie_rock', 'Alternative_rock']"
future_of_the_left,"['Post-hardcore', 'Noise_rock', 'Alternative_rock']"
kill_yourself,
that_fucking_tank,"['Alternative_rock', 'Math_rock', 'Noise_rock']"
stalking_horse,
dananananaykroyd,"['Post-hardcore', 'Indie_pop']"
cowtown,
dinosaur_pile-up,"['Post-grunge', 'Grunge', 'Alternative_rock']"
the_lodger,
bilge_pump,
it_takes_bridges,
mother_vulpine,
orson,
saiko,
carl_philipp_emanuel_bach,
casiokids,"['Neo-psychedelia', 'Synthpop']"
ben_woods,
3_dueños,
denisse_malebrán,
starguardmuffin,
petey_pablo,['Hip_hop_music']
lemon_demon,"['Geek_rock', 'Synthpop', 'New_Wave_music', 'Electronic_rock', 'Synth-punk', 'Electropop', 'Comedy_music', 'Pop_rock', 'Post-punk']"
nicole,
los_007,
charlie_zaa,"['Bolero', 'Bachata_(music)', 'Salsa_music']"
chad_vangaalen,"['Folk_music', 'Indie_rock', 'Electronica']"
normalsi,"['Alternative_rock', 'Post-grunge', 'Hard_rock']"
paquita_la_del_barrio,
500won_project,
alfredo_de_la_fe,
13th_floor_elevators,
the_clean,"['Alternative_rock', 'Indie_rock']"
???,
"kota_suzuki,_wataru_hokoyama",
cody_linley,
steve_rushton,"['Pop_music', 'Pop-punk']"
"makoto_tomozawa,_akari_kaida,_masami_ueda",
giovanni_allevi,"['Pop_music', 'Jazz']"
acoustic_alchemy,['Smooth_jazz']
rondò_veneziano,
vinicio_capossela,
antonello_venditti,['Pop_music']
paolo_conte,
malika_ayane,"['Pop_music', 'Pop_rock', 'Contemporary_R&B']"
pino_daniele,"['Flamenco_Rumba', 'Blues_music', 'Funk', 'Canzone_Napoletana', 'Pop_rock', 'Jazz', 'World_music', 'Middle_Eastern_music', 'Pop_music']"
negramaro,['Pop_music']
daniele_de_gregori_mannoia_ron,
peppino_di_capri,"['Italian_popular_music', 'Canzone_Napoletana']"
linger,
sean_price,['Hip_hop_music']
dan_auerbach,"['Alternative_rock', 'Psychedelic_rock', 'Garage_rock', 'Blues_rock', 'Indie_rock', 'Blues', 'Soul_music']"
lyrics_born,"['Alternative_hip_hop', 'Funk']"
fun_lovin'_criminals,"['Funk', 'Jazz_rap', 'Punk_rock', 'Blues', 'Hip_hop_music', 'Mafioso_rap', 'Alternative_rock']"
massacre_on_the_dancefloor,
fagasaurus_sex,
snow_white's_poison_bite,"['Post-hardcore', 'Nu_metal', 'Pop_punk']"
her_bright_skies,"['Pop_punk', 'Post-hardcore']"
lisa_mitchell,"['Indie_pop', 'Folk_music', 'Acoustic_music']"
white_lilium,
b_is_for_bloodbath,
dying_diva,
a_bullet_for_pretty_boy,
jim_brickman,['Pop_music']
bliss_n_eso,['Australian_hip_hop']
cérebro_eletrônico,
holly_golightly,
lucy_and_the_popsonics,
ecos_falsos,
2_skinnee_j's,"['Alternative_rock', 'Nerdcore', 'Rap_rock']"
the_handsome_charlies,
easyworld,"['Rock_music', 'Indie_Music', 'Alternative_rock']"
the_servant,
sponge,
moris_tepper,"['Experimental_music', 'Alternative_rock', 'Blues', 'Jazz']"
king_straggler,
electric_shit_orchestra,
world_without_sundays,
marry_me_jane,
brian_tyler,
the_dream_&_shadow_hunstman_group,
greg_dulli,
spacehog,"['Space_rock', 'Glam_rock', 'Alternative_rock']"
roger_ridley,
"ricky_gervais,_steve_merchant_&_karl_pilkington",
ricky_gervais,"['Cringe_comedy', 'Observational_comedy', 'Satire', 'Black_comedy', 'Comedy_music', 'Insult_comedy']"
everlast_life,
fan_death,"['Italo_disco', 'Synthpop', 'Nu-disco']"
kid_harpoon,"['Electronica', 'Indie_rock', 'Folk_music']"
seasick_steve,"['Country_blues', 'Blues', 'Blues_rock']"
tinashé,
the_go_getters,
marti_brom,
carl_perkins,"['Country_music', 'Rockabilly', 'Rock_and_roll']"
lee_rocker,"['Pop_music', 'Blues', 'Rockabilly', 'Rock_music']"
johnny_burnette_&_the_rock_'n'_roll_trio,
tennessee_ernie_ford,"['Country_music', 'Rockabilly', 'Folk_music', 'Gospel_music', 'Pop_music', 'Jazz_music']"
the_barnshakers,
"kitty,_daisy_&_lewis","['Punk_rock', 'Soul_music', 'Blues', 'Ska', 'R&B']"
ruby_ann,
ruby_ann_&_the_boppin'_boozers,
hillbilly_hellcats,
the_ace_cats,
glen_glenn,
the_speedos,
the_ranch_girls_&_their_ragtime_wranglers,
ray_smith,
billy_lee_riley,"['Blues', 'Rock_and_roll', 'Rockabilly', 'Country_blues']"
skinny_jim_&_the_wildcats,
boppin_´b,
hi-voltage,
tex_rodgers,
kim_lenz_and_her_jaguars,
betty_and_the_bops,
the_bosshoss,['Country_rock']
ray_collins_hot_club,
boz_boorer,"['Rockabilly', 'Rock_and_roll']"
the_keytones,
warren_smith,
die_echocords,
ronnie_self,
cosmicity,"['Electronica', 'Synthpop']"
dwight_yoakam,
empire_state_human,
in_the_nursery,"['Neoclassical_dark_wave', 'Martial_industrial', 'Electronica']"
buddahead,
unkle_bob,['Indie_rock']
marcelo_bonfá,"['Alternative_rock', 'Punk_rock', 'Post-punk', 'Folk_rock']"
deborah_blando,
steps,
klb,"['Pop_rock', 'Alternative_rock', 'Pop_(music)']"
demis_roussos,"['Folk-pop', 'Rock_music', 'Progressive_music', 'Schlager_music', 'Folk_rock', 'World_music']"
joanna,
emilia,
dhani_lennevald,"['Pop_music', 'R&B']"
lux,
rialto,
the_13th_sign,
elvira_nikolaisen,['Pop_music']
melody_club,"['Synthpop', 'Electronic_rock', 'Glam_rock', 'New_wave_music', 'Nu-disco']"
datura,
bigbang,
babylon_zoo,"['Space_rock', 'Alternative_rock', 'Glam_rock']"
susanne_sundfør,
charly_lownoise_&_mental_theo,
liliana_felipe,
la_academia_4,
the_bluetones,"['Britpop', 'Indie_rock', 'Indie_pop']"
mamma_mia!_the_movie,
luis_enrique,
"meryl_streep,_julie_walters_&_christine_baranski",
litzy,
trish,
vico_c,
"amanda_seyfried,_ashley_lilley_&_rachel_mcdowall",
zahara,
beth,
miss_caffeina,['Pop_music']
vaivencida,
cristina_perales,
standstill,
tamara,
fm_ft_cataracs_&_dev,
nx_zero?,
chris_willis;_david_guetta;_fergie;_lmfao,
gramophonedzie,"['House_music', 'Electro_swing']"
pista_sertaneja_remixes___d-_-b,
replace?,
dcup,"['House_music', 'Alternative_dance', 'Electro_swing']"
katy_perry?,
chris_willis,"['Contemporary_R&B', 'Pop_music', 'Eurodance', 'Gospel_music', 'Electronic_dance_music', 'Electronica', 'House_music']"
luan_santana_part._ivete_sangalo,
french_teen_idol,
o_jardim_das_horas,
marina_de_la_riva,
marianna_leporace,
andy_shauf,"['Indie_pop', 'Folk_rock', 'Baroque_pop']"
radionave,
adriana,
coleção_amo_você,
limão_com_mel,
flávio_venturini,"['Música_popular_brasileira', 'Pop_music', 'Progressive_rock']"
banda_calypso,
vida_reluz,"['Soul_music', 'Contemporary_Catholic_liturgical_music']"
zezé_di_camargo_&_luciano,"['Country_music', 'Música_sertaneja']"
calcinha_preta,
padre_marcelo_rossi,
nechivile,
luciana_mello,
anjos_de_resgate,['Contemporary_Catholic_liturgical_music']
marina_elali,
toquinho,['Bossa_nova']
el_guincho,"['Latin_pop', 'Tropicalia', 'Psychedelic_pop', 'Latin_trap']"
means,
cry_of_the_afflicted,"['Metalcore', 'Post-hardcore']"
her_words_kill,
metal_milícia,
tianastácia,
irah_caldeira,
circus_bon_voyage,
best_interest,
fruto_sagrado,
ministério_apascentar_de_nova_iguaçu,
??????,
anahi,
????,
???,
???,
new_politics,
nadirah_x,"['Hip_hop_music', 'Poetry']"
madcon,"['Eurodance', 'Dance-pop', 'Hip_hop_music', 'Electropop']"
karen_elson,
the_matrix,
katy_hudson,
mmln,
www.za4.bblog.mn,
gratitude,
kate_perry_&_guru_josh_project,
twitter:_@biruelblogsu,
grammy,
djplaceboing,
henry_blank,
hallway_blast,
hidden_in_plain_view,"['Post-hardcore', 'Alternative_rock', 'Pop_punk']"
michael_franti_&_spearhead,
the_holy_ghost_tent_revival,
billy_preston,"['Rhythm_and_blues', 'Gospel_music', 'Funk', 'Rock_music', 'Soul_music']"
the_ghost_frequency,"['Indie_Rock', 'Electronica', 'Dance-punk', 'Electronic_hardcore', 'Post-hardcore']"
polaroid,
pathway_to_providence,
go!_with_fourteen_o,
august_rush,
so_weird,
camp,
alana_grace,"['Alternative_rock', 'Progressive_rock']"
lipstick,
mixtape,
lorraine,
ane_brun,"['Folk_music', 'Pop_music', 'Art_pop']"
black_room,
david_usher,"['Rock_music', 'Alternative_rock', 'Pop_music']"
rob_pattinson,
the_national_bank,
tinted_windows,
kate_havnevik,"['Trip_hop', 'Electronica', 'Alternative_dance', 'Pop_music']"
superjupiter,
apparatjik,"['Synth-pop', 'Electronic_music', 'Alternative_rock', 'Experimental_music']"
kids_in_the_kitchen,"['New_wave_music', 'Pop_music', 'Funk']"
120_days,"['Experimental_music', 'Rock_music', 'Electro_music']"
césar_menotti_e_fabiano,
j._quest,
soko,
brazzaville,
mirkelam,
ceylan_ertem,
lhasa,
bülent_ortaçgil_&_fikret_k?z?lok,
ya?ar,
stuart_a._staples,
"hollywood,_mon_amour",
dead_boys,['Punk_rock']
lisa_kudrow,
the_midnight_beast,"['Rapping', 'Comedy_music', 'Indie_pop']"
glass_and_glue,
les_chansons_d'amour,
g.a.n._665+1,
washed_out,"['Chillwave', 'Dream_pop', 'Bedroom_pop', 'Synth-pop']"
the_hidden_cameras,"['Alternative_rock', 'Queercore', 'Indie_rock', 'Indie_pop', 'Baroque_pop']"
binärpilot,
karlheinz_stockhausen,
felix_kubin,"['Minimal_wave', 'Electronic_music']"
nancy_nova,"['New_wave_music', 'Disco']"
luc_ferrari,"['Modern_classical', 'Electroacoustic_music', 'Musique_concrète']"
erlend_øye,"['Synthpop', 'Alternative_dance', 'Indie_folk', 'Electronic_music', 'Indie_pop']"
joe_meek_&_the_blue_men,
märtini_brös,
future_bible_heroes,"['Indie_pop', 'Synthpop']"
gummy†be?r!,
david_byrne,
david_arthur_brown,
northern_lite,
g.a.n._665_+_1,
flat_earth_society,
balam_acab,"['Electronic_music', 'Witch_house_(genre)']"
8_bit_weapon,"['Synthpop', 'Chiptune', 'Bitpop', 'Electronic_music']"
shivaree,
????_??????,
skafandr,
terranova,
capoeira_angola,
alai_oli,
carolina_soares,
(hed)_planet_earth,
?????_rowan,
????????,
soledad_bravo,"['Traditional', 'Political']"
max_frei,
hands_around_my_throat,
?????????,
salvador,
khorus,
promises,
khalil_fong,
haderek,
taeyang,
ultra,
antony_costa,"['Contemporary_R&B', 'Pop_rock', 'Pop_music']"
duncan_james,"['Contemporary_R&B', 'Pop_rock']"
rodolfo,
the_devils,
romance_on_a_rocketship,
andrew_bird's_bowl_of_fire,"['Folk_rock', 'Alternative_rock', 'Indie_folk', 'Indie_rock', 'Dixieland', 'Baroque_pop']"
leoni,
kin,
bulletproof_messenger,"['Alternative_rock', 'Post-grunge']"
angtoria,['Symphonic_metal']
farin_urlaub,"['Ska_punk', 'Punk_rock', 'Pop_punk']"
cephyrius,
the_busters,"['2_Tone_(music_genre)', 'Third_wave_ska', 'Ska']"
chris_hülsbeck,
melancholy,
secret_secret_dino_club,
tyga,
nursehella,
scotty_vanity,
kawasaki_3p,
s.a.r.s.,
boris_brejcha,['Trance_music']
yann_tiersen_&_shannon_wright,
dje?aci,
kollektiv_turmstrasse,
che_sudaka,"['Punk_rock', 'Ska', 'World_music', 'Reggae', 'Latin_Alternative', 'Cumbia']"
extrawelt,
megapuss,
claire_pichet,
afromental,"['Funk', 'Pop_music', 'Hip_hop_music', 'R&B', 'Soul_music', 'Rapcore', 'Nu_metal']"
sistars,
cee_lo_green,
dominik_eulberg,
marco_carola,"['Minimal_Techno', 'Tech_House']"
stephan_bodzin,
paul_ritch,
loco_dice,
klakast,
rino_cerrone,
steve_bug,
lucio_aquilina,
danilo_vigorito,
richie_hawtin,"['Acid_techno', 'Intelligent_dance_music', 'Minimal_techno']"
gabriel_ananda,"['Electronica', 'Minimal_techno', 'Techno']"
troy_pierce,
spektre,
john_tejada,
alexander_kowalski,
minilogue,"['Minimal_Techno', 'Minimal_House']"
alessio_mereu,
sascha_funke,
audiossey,
ilario_alicante,
pig_&_dan,
white_zone,
oxia,
mathew_jonson,
martin_buttrich,
gaetano_parisio,
mark_broom,
pascal_feos,
dusty_kid,
oliver_koletzki,
m.a.n.d.y.,
davide_squillace,"['Techno', 'Electronic_music', 'Contemporary_music']"
popof,
cardo,
fakiedj,
kiko,
kt_wanderlust,
geoffrey_paris,
christmas_songs,
the_bunny_the_bear,
endwell,
awaken_demons,
cjclip,
trigger_the_bloodshed,"['Technical_death_metal', 'Deathcore']"
years_spent_cold,
destruction_of_a_king,
hazel_nuts_chocolate,
smile_smile,"['Indie_pop', 'Folk_pop', 'Indie_rock']"
i_fight_dragons,"['Pop_punk', 'Pop_rock', 'Nintendocore', 'Geek_rock', 'Alternative_rock', 'Synth-pop', 'Chiptune', 'Electronic_rock']"
syubidupidapap,
donots,"['Punk_rock', 'Pop_punk']"
fettes_brot,"['Pop_rap', 'German_hip_hop']"
karpatenhund,
die_drei_???,
monsters_of_liedermaching,
fiddler's_green,
itchy_poopzkid,
casey_jones,
j.k._rowling,
icepick,
pipedown,
xbishopx,
set_it_straight,
make_it_count,
berri_txarrak,
paragraf_119,
die_drei_fragezeichen,
settle_the_score,
xrepresentx,
billy_the_kid,
atari_teenage_riot,"['Industrial_music', 'Digital_hardcore']"
newklam,
siba_e_a_fuloresta,
elias_and_the_wizzkids,
roberta_sá_&_trio_madeira_brasil,
hello_saferide,"['Indie_pop', 'Twee_pop']"
!!!,"['Funk_rock', 'Dance-punk', 'Disco-rock', 'Alternative_dance', 'Indietronica']"
armia,"['Hardcore_punk', 'Punk_rock', 'Christian_punk', 'Progressive_punk']"
satanic_surfers,['Skate_Punk']
adhesive,
khigh,
(sic)monic,
md.45,"['Heavy_metal_music', 'Punk_rock']"
vanishing_point,
terminator,
alcatrazz,['Heavy_metal_music']
lye_by_mistake,"['Jazz_fusion', 'Mathcore', 'Progressive_metal']"
chick_corea,"['Jazz_fusion', 'Avant-garde_jazz', 'Latin_jazz', 'Jazz', 'Progressive_rock', 'Classical_music']"
unexpect,['Avant-garde_metal']
return_to_forever,"['Progressive_rock', 'Jazz_fusion']"
dolunay,
liquid_trio_experiment,
flamenco_caravan,
aeternom,
antonio_resende,
george_duke,"['R&B', 'Funk_music', 'Post-disco', 'Rock_and_roll', 'Progressive_rock', 'Jazz_rock', 'Smooth_jazz', 'Jazz_fusion']"
diddy_feat._christina_aguilera,
carlos_núñez,
callejón,
silent_civilian,"['Metalcore', 'Melodic_death_metal', 'Groove_metal']"
sanctity,
degradead,
wolfpack_unleashed,
daysend,"['Melodic_metalcore', 'Melodic_death_metal', 'Thrash_metal']"
the_duskfall,['Melodic_death_metal']
lords_of_decadence,
old_time_radio,
honey,
wet_fingers,
dev_feat._the_cataracs,
dan_b?lan,
ania_wyszkoni,
mirami_feat._vovazilvova,
feed_me,
afrojack,"['Future_house', 'Trap_music_(EDM)', 'Electro_house', 'Moombahton', 'Minimal_house', 'Big_room_house', 'Progressive_house', 'Future_bass', 'Dutch_house', 'Dance_pop']"
tim_berg,
a.j.k.s.,
decrepit_birth,"['Technical_death_metal', 'Melodic_death_metal']"
ojciec_dyktator,
spawn_of_possession,['Technical_death_metal']
prawe_skrzyd?o,
g.o.r.e,
arsis,"['Technical_death_metal', 'Melodic_death_metal']"
deivos,
nuclear_vomit,
centaurus-a,
arka_satana,
kayanis,
hate_eternal,['Death_metal']
?eb_prosiaka,
amaral_y_chetes,
jumbo,
"celso_piña,_control_machete_y_blanquito_man",
john_waite,"['Country_music', 'Pop_rock', 'Power_pop', 'Hard_rock']"
hombres_g,"['Rock_music', 'Pop_music', 'Pop_rock', 'New_wave_music', 'Garage_rock']"
el_gran_silencio,"['Latin_rap', 'Spanish_language_rock_and_roll', 'Mexican_cumbia']"
alejandro_y_vicente_fernandez,
bend_and_break,
pandora,
sugar_ray,"['Funk_metal', 'Pop_rock', 'Alternative_rock', 'Nu_metal']"
labirinto,
film_school,
hangin_freud,
the_up_on_in,
tephra,
skywave,
air_formation,"['Indie_rock', 'Space_rock', 'Dream_pop', 'Shoegazing']"
highspire,
seaweed,
medications,
pia_fraus,
secret_shine,"['Shoegazing', 'Dream_pop', 'Indie_rock']"
kontakte,
portecho,
büyük_ev_ablukada,
metamorfosi,
new_trolls,"['Italian_progressive_rock', 'Progressive_rock', 'Symphonic_rock']"
osanna,"['Psychedelic_rock', 'Progressive_rock']"
il_paese_dei_balocchi,
banco_del_mutuo_soccorso,"['Art_rock', 'Progressive_rock']"
asia_minor,
quella_vecchia_locanda,"['Italian_progressive_rock', 'Experimental_music']"
alusa_fallax,
il_rovescio_della_medaglia,['Progressive_rock']
il_volo,
museo_rosenbach,['Italian_progressive_rock']
semiramis,
dalton,
mezquita,
bacamarte,"['Progressive_rock', 'Symphonic_rock']"
curved_air,['Progressive_rock']
robert_wyatt,"['Progressive_pop', 'Canterbury_sound', 'Art_rock']"
saint_just,
latte_e_miele,['Progressive_rock']
the_wilde_flowers,"['Psychedelic_rock', 'Rhythm_and_blues', 'Progressive_rock']"
e.a._poe,
samla_mammas_manna,"['Rock_in_Opposition', 'Progressive_rock', 'Avant-prog']"
locanda_delle_fate,
campo_di_marte,
gruppo_d'alternativa,
renaissance,
reale_accademia_di_musica,
panna_fredda,
de_de_lind,"['Italian_progressive_rock', 'Beat_music']"
odissea,
anonima_sound_ltd,
raccomandata_ricevuta_ritorno,
strawbs,"['Progressive_rock', 'Folk_rock']"
the_heart_throbs,
die_art,
the_hope_blister,"['Ambient_music', 'Dream_pop', 'Ethereal_wave']"
escape_with_romeo,
phillip_boa,['Independent_music']
bobo_in_white_wooden_houses,
reinhard_mey,"['Skiffle', 'Chanson', 'Folk_music']"
dicky_dixon,
richard_dixon-composer,
derek_mccorkell,
wayne_kerr,
dawson_cowals,
integrity_music,
big_stuf,
the_perrys,['Southern_gospel']
scott_wesley_brown,
living_g,
joe_wise,
chelsie_boyd,
legacy_five,"['Southern_gospel', 'Christian_music']"
david_haas,
talley_trio,
the_benedicte_monks_of_santo_domingo_de_silos,
joel_rosenberger,
robert_caldeira_jr,
brian_free_&_assurance,
carolyn_arends,['Contemporary_Christian_music']
ernie_haase_&_signature_sound,['Southern_gospel']
greater_vision,"['Christian_music', 'Southern_gospel']"
mylon_lefevre,"['Christian_rock', 'Southern_gospel', 'Southern_rock', 'Contemporary_Christian_music', 'Rock_and_roll']"
russ_taff,"['Gospel_music', 'Southern_gospel', 'Contemporary_Christian_music']"
enlightenment,
the_hoppers,['Southern_Gospel']
the_crabb_family,"['Christian_music', 'Southern_gospel']"
jessy_dixon,"['Gospel_music', 'Contemporary_Christian_music', 'R&B']"
flight_180,"['Swing_revival', 'Ska_punk', 'Christian_ska', 'Pop_punk']"
bill_gaither,
pro_arte_et_musica,
donavon_hill,
kelly_willard,"['Contemporary_Christian_music', 'Jesus_music']"
lordsong,
dennis_jernigan,['Contemporary_Christian_music']
the_chuck_wagon_gang,"['Country_music', 'Bluegrass_music', 'Gospel_music']"
nashville_singers,
frankie_laine,
kemper_crabb,
kingdom_heirs,
don_francisco,
jimmy_buffett,"['Calypso_music', 'Trop_rock', 'Folk_rock', 'Country_rock', 'Gulf_of_Mexico', 'Country_music', 'Pop_music', 'Easy_listening']"
guy_mitchell,"['Rock_and_roll', 'Country_music', 'Traditional_pop_music', 'Big_band_music']"
the_steeles,
the_cathedrals,
gold_city,['Southern_gospel']
autumn_fox,
trash80,
"crosby,_stills_&_nash",
"mit_concert_choir,_william_cutter_directing",
bruce_hornsby,"['Jazz', 'Gospel_music', 'Blues_rock', 'Bluegrass_music', 'Rock_music', 'Heartland_rock']"
hybrid,
joan_osborne,"['Rock_music', 'Contemporary_R&B', 'Country_rock', 'Folk_music', 'Blues']"
dervish,
solas,
jugi,
kris_delmhorst,['Folk_music']
liquid_mind,
eternal_lord,"['Deathcore', 'Metalcore']"
defeater,
thy_art_is_murder,['Deathcore']
counterparts,
touché_amoré,"['Melodic_hardcore', 'Post-hardcore', 'Screamo']"
johnny_truant,['Metalcore']
burning_the_masses,
hostage_calm,"['Indie_rock', 'Punk_rock', 'Power_pop', 'Emo', 'Melodic_hardcore', 'Heartland_rock']"
trophy_scars,"['Art_rock', 'Blues', 'Indie_rock', 'Post-punk', 'Post-hardcore', 'Progressive_rock', 'Neo-psychedelia']"
through_the_eyes_of_the_dead,"['Melodic_death_metal', 'Technical_death_metal', 'Deathcore']"
at_the_throne_of_judgment,"['Melodic_death_metal', 'Deathcore']"
fear_before_the_march_of_flames,
the_boy_will_drown,
mungo's_hi_fi,"['Reggae', 'Dub_music']"
urban_myth_club,
suicide_sports_club,
burn_the_negative,"['Dance-punk', 'Synthpop']"
caravan_palace,"['Electronic_music', 'Jazz', 'Electro_Swing', 'Pop_music']"
train_of_thought,
senser,"['Rap_rock', 'Industrial_hip_hop', 'Rapcore', 'Rap_metal', 'Alternative_rock']"
belleruche,"['Trip_hop', 'Electronic_music', 'Soul_music']"
sainkho_namtchylak,
the_correspondents,
john_parish,"['Experimental_rock', 'Alternative_rock']"
sonoio,"['Synth-pop', 'Industrial_metal', 'Electronica']"
a-trak,"['Electro_house', 'Hip_hop_music']"
pale_3,
juno_reactor_vs._don_davis,
the_brothers_gutworm,
"tom_tykwer,_reinhold_heil_&_johnny_klimek",
ünloco,
80kidz,
ram_rider,"['J-pop', 'Electronic_music']"
syrup16g,"['Emo', 'Indie_rock', 'Alternative_rock']"
i-dep,
shinichi_osawa,"['Big_beat', 'Electronica', 'Electro_house']"
?????????????,
coburn,
autokratz,
mondo_grosso,
kagami,
towa_tei,"['Big_beat', 'Drum_and_bass', 'Shibuya-kei', 'Electronica', 'House_music', 'Trip_hop']"
fantastic_plastic_machine,
jazztronik,"['House_music', 'Jazz', 'Downtempo', 'Jazz_rap', 'Lounge_music']"
de_de_mouse,
apogee,
plus-tech_squeeze_box,"['Electronic_music', 'Futurepop', 'Shibuya-kei']"
popular_computer,
????,
macdonald_duck_eclair,
nerdette,
mysterious_dj,
rilke_projekt,
soundtracks,
funny_van_dannen,
ena_pá_2000,
james_dean_bradfield,"['Glam_punk', 'Alternative_rock', 'Punk_rock', 'Hard_rock', 'Post-punk']"
lil_rob,"['G-funk', 'Hip-Hop_music']"
cartel_de_santa,"['Rap_metal', 'Rap_rock', 'Gangsta_rap', 'Latin_hip_hop', 'Trap_music']"
delinquent_habits,"['Latin_hip_hop', 'Hip_hop_music']"
malverde,
tego_calderón,"['Reggaeton', 'Hip_hop_music']"
kemo_the_blaxican,
voltio,
control_machete,"['Latin_hip_hop', 'Rap_metal', 'Gangsta_rap', 'Rapcore', 'Rap']"
la_coka_nostra,['Hip_hop_music']
pato_machete,"['Hip_Hop', 'Rapcore', 'Rap']"
fermin_iv,
sindicato_argentino_del_hip_hop,
spm,
chyno_nyno,
the_psycho_realm,
kid_frost,
south_park_mexican,['Hip_hop_music']
mellow_man_ace,"['West_Coast_Hip_Hop', 'Latin_Rap', 'Gangsta_rap', 'Hip_hop_music']"
molotov,
b-real,"['Rap_metal', 'Nu_metal', 'Hip_hop_music', 'Rap_rock']"
big_mato,
young_marble_giants,['Post-punk']
talulah_gosh,['Twee_pop']
the_cat's_miaow,
circulatory_system,
mo?ollar,
????????,
????????,
kissogram,
2_????_?????,
????_badda_boo,
god_help_the_girl,
?????_???????,
bso,
constructorr,
olly_murs,
ruth_lorenzo,
stacey_solomon,
danyl_johnson,
lucie_jones,['Show_tune']
israel_lucero,
x_factor_finalists,
lucas_poletto,
regis_danese,
saulo_roston,"['Contemporary_R&B', 'Soul_music']"
maria_alice_fontanezzi,
the_best_of_carpenters,
www.depositodomp3.com,
bruna_caram,"['Bossa_nova', 'Samba', 'M?sica_popular_brasileira']"
magic_box,
mercury_rev,"['Indie_rock', 'Avant-pop', 'Psychedelic_pop', 'Chamber_pop', 'Neo-psychedelia']"
john_cale,"['Art_rock', 'Avant-garde_music', 'Experimental_rock']"
vib_gyor,"['Electronic_music', 'Art_rock', 'Alternative_rock', 'Experimental_music']"
l'aura,"['Rock_music', 'Indie_pop', 'Pop_music']"
tommy_heavenly6,
999,
alessandra_mussolini,
kat_graham,
k-sis,
marcio_mathers,
your_favorite_martian,
fatty_spins,
discovery,
surfer_blood,"['Post-punk_revival', 'Surf_rock', 'Indie_rock', 'Alternative_rock']"
fukkk_offf,"['Dance_music', 'Electronic_music', 'House_music', 'Electro_(music)']"
leftöver_crack,
the_aquabats,"['New_wave_music', 'Ska', 'Rock_music', 'Pop_punk']"
star_fucking_hipsters,"['Ska_punk', 'Crack_rock_steady', 'Punk_rock']"
[spunge],
sha,
cast_of_'camp_rock_2',
der_checker,
sharpay,
buffalo_77,
kubichek!,
lovers_make_liars,"['Pop_music', 'Contemporary_R&B', 'Pop_rock', 'Dance-pop']"
and_then_there_were_none,
the_urgency,
saia_rodada,
maglore,
b.g.k.,
death_side,
holy_terror,
koro,
gauze,
assfactor_4,"['Hardcore_punk', 'Screamo']"
infest,
zero_boys,"['Hardcore_punk', 'Punk_rock']"
discordance_axis,['Grindcore']
framtid,
impact,
deadboy_&_the_elephantmen,"['Stoner_rock', 'Swamp_rock', 'Indie_rock']"
raw_power,
void,
disclose,"['Crust_punk', 'Hardcore_punk']"
heather_headley,
mary_mary,
paula_toller,"['Pop_music', 'Rock_music']"
john_wesley,
bill_bailey,"['Comedy_music', 'Political_satire', 'Surreal_humour']"
elliot_minor,"['Symphonic_rock', 'Pop_rock', 'Classical_music']"
all_caps,
we_should_be_dead,['Alternative_rock']
twenty_twenty,
razgar,
scott_lavender,
munhoz_&_mariano,
joão_carreiro_&_capataz,
myllena,
charlie_brown_jr_e_forfun,
the_best_of-6,
placebo_(feat._david_bowie),
the_best_of-1,
the_burning_hotels,
elis_paprika,"['Stoner_rock', 'Alternative_rock', 'Grunge', 'Rock_and_roll']"
switches,
dirty_karma,"['Indie_rock', 'Psychedelic_rock']"
harrisons,
in-grid,
joe_anderson,
melinda_doolittle,"['Soul_music', 'Gospel_music', 'Rhythm_and_blues']"
electrobelle,
sam_taylor-wood,
i_like_it_electric,
salon_boris,
in_vox,
daichi_miura,"['Dance_music', 'Contemporary_R&B', 'Pop_music']"
porn_sword_tobacco,
diatonis,
manual,
gino_fioravanti,
sheena_easton,"['Contemporary_R&B', 'Country_music', 'Pop_music', 'Dance_music']"
this_light,
hall_of_dreams,
everlasting_will,
destin_road,
inner_place,
yahel,
s.u.n._project,
slave_to_the_system,"['Alternative_rock', 'Hard_rock']"
cosmosis,
lost_buddha,
luisa_mandou_um_beijo,
the_bloody_irish_boys,
brakes,
chat,
joséphine_baker,
fréhel,
perry_como,"['Vocal_pop', 'Easy_listening']"
thanos_petrelis,['Laiko']
